id,name,username,date,reply_to,content,reply,retweet,like
æmpatFeb282021Wahabi ,æmpat,@a4our_,"Feb 28, 2021",@TofaTofa_id,"Wahabi diserang,.
Syiah-Ahmadiyah dipelihara,.
Apa kabar Sang Menteri Agama.?
Tidakkah berarti NU merasa PALING BENAR.?
Oia, apa kabar Legalisasi Miras, apakah dengan diam akan menguntungkan ?",,1,2
LevyFeb282021Perasan,Levy,@henakawa,"Feb 28, 2021",,"Perasan yang sunter menolak tentang wahabi cuma orang NU 
sedangkan menterinya memberi ruang untuk syiah dan ahmadiyah",,,
BabaAfieAleFeb282021Wahabi ,Baba AfieAle,@edo_iskndar,"Feb 28, 2021",,"Wahabi itu apa sih pak ? Dikit2 wahabi... Orang ngamalin Sunnah di bilang Wahabi, org ga tahlilan di bilang Wahabi, org ga sedekah laut di bilang Wahabi...

Apa kabarnya Syiah dan Ahmadiyah pak ?",,3,1
HasbyYusufFeb282021Seharus,Hasby Yusuf,@HasbyYusuf9,"Feb 28, 2021",,Seharusnya Ahmadiyah dan Syi'ah yang dilarang dan diperangi bukan Wahabi.,,,
billtemporoFeb282021GAFATAR,bill temporo,@BillTemporo,"Feb 28, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR,,,
ehrFeb282021Wahabi ,ehr,@Behrouz45,"Feb 28, 2021",@OposisiCerdas,"Wahabi tdk pernah merubah atau mnambah hukum syari'at,mreka ttap brpegang pd Al qur'an dan Sunnah dan mnekankan agar tdk mlakukan ap yg tdk di perintahkan Rasul Muhammad SAW,berbeda dgn syi'ah dan ahmadiyah yg merubah dan mnambah syari'at islam yg jelas mnyesatkn..!",,,
"rifqyaabiyyaFeb282021Syiah, ",rifqyaabiyya,@bbuHdv,"Feb 28, 2021",@GapensiL,"Syiah, sama ahmadiyah gimana?",2,,2
rifqyaabiyyaFeb282021Jangan ,rifqyaabiyya,@bbuHdv,"Feb 28, 2021",@_ekokuntadhi,"Jangan cuma bahas wahabi langsung nongol, syiah dan ahmadiyah juga noh yang merusak aqidah",,,
rifqyaabiyyaFeb282021Kok syi,rifqyaabiyya,@bbuHdv,"Feb 28, 2021",@14LimaTiga,"Kok syiah dan ahmadiyah yang juga jelas ngaco gak di protes juga ya, malah di ......",,,
IG:WarungSejarahRIFeb282021Buku La,IG: WarungSejarahRI,@WarungSejarahRI,"Feb 28, 2021",,"Buku Lawas> Islam Dan Komunisme. 

Oleh; Hazrat Mirza Bashik Ahmad MA. (Pendiri Aliran Ahmadiyah)

Tahun 1967. 
36 Halaman

Harga 75.000. 
Minat?

Order:
✓DM or Klik WA http://bit.ly/warungsejarahRI",1,,
HPFeb282021Wahabi ,HP,@HPbangsa,"Feb 28, 2021",,"Wahabi dipermasalahkan,tapi syiah,Ahmadiyah,liberal didiamkan.Kan tolol.
Padahal yg lebih berbahaya itu syiah,ahmadiyah,liberal.
liat saja sendiri.Banyak yg buat rusuh ditimur tengah adalah syiah.Turki hancur karena liberal.Ahmadiyah udah keluar dari islam",,1,3
senyuminajaFeb282021Wahabi ,senyuminaja,@sarahairunnisa,"Feb 28, 2021",@_ekokuntadhi,Wahabi gak boleh. Ahmadiyah dan syiah boleh... katanya gak boleh intoleran... bingung urang mah...,,,1
DedenSujanaFeb282021Kalau G,Deden Sujana,@dedensujana,"Feb 28, 2021",,Kalau Gowes khususnya utk anggota Ahmadiyah jadikanlah ajang silaturahmi dan Rabtah tdk perlu bicara akidah cukup haha hihi tunjukan ahlak yg baik,,,1
DongerinoFeb282021klo syi,Dongerino,@Dongolah_2114,"Feb 28, 2021",@AnisYunas,klo syiah ahmadiyah mah bebas.....,,,1
sukocobarbarFeb282021iya bag,sukocobarbar,@sukocobarbar,"Feb 28, 2021",@CNNIndonesia,"iya bagus.. otak otak syiahnya udah mulai keluar.. HTI dibubarin FPI dibubarkan Wahabi dibubarin, syiah sama ahmadiyah dilegalin
nggak sekalian bikin negara sendiri aja apa..?",,,
WantoFeb282021Saya ju,Wanto,@wawan20609915,"Feb 28, 2021",,Saya juga lebih setuju klau Syiah dan Ahmadiyah juga di bubarkan dan di larang dlm setiap langkah nya untuk menyesatkan umat.,,,
SofiaFeb282021Wkwkwkw,Sofia,@666Crowded,"Feb 28, 2021",@SltWahidin,"Wkwkwkwkwkwkwkwkwkwkwkwkwkwkwk. Sikap seperti kamu itulah sikap intoleran. Ilmumu sangat jauh untuk memahami toleransi.

Posisi Islam kepada Syiah dan Ahmadiyah, sama halnya posisi agama Kristen terhadap adanya Islam.",3,,
RavaniaAlyaFeb282021Itu tar,Ravania Alya,@AjieRoest,"Feb 28, 2021",@_ekokuntadhi,"Itu target buzzer buzzer liberal.. Selanjutnya mui.. Lalu Muhammadiyah..
Syiah di lindungi..
Ahmadiyah dilindungi
Ldii dilindungi..
FPI di Bubarkan
HTI di Bubarkan...
Miras di legalkan..
Korupsi asabri
Bansos
Jiwasraya
Bpjs pada diam.. Dungu.. Terlalu",1,,3
vincornsaladFeb282021Gak sem,vin cornsalad,@vincenzocasan0,"Feb 28, 2021",@arefmo31,"Gak semua Syiah sesat bang, Ahmadiyah emang sesat tapi gak pernah ngurusi dapur golongan lain, Wahabi gak ada kapoknya ngurusi amalan nu, padahal tuduhannya udah kerapkali dipatahkan",,,1
ArefmoFeb282021Walaupu,Arefmo,@arefmo31,"Feb 28, 2021",@UraySriwahyuni,"Walaupun niye,,sya ga sependpat dgn SAS,knpa getol anti sma yg dikatain wahabi tpi sma syiah,ahmadiyah mlah di rangkul,tpi klo ingat2 perkataan salafi,astaghfirullah,,,nyesek banget,segitunya sma saudara sesama muslim yg syahadatnya masih sama,gilirn ada yg koar2 wahabi ga terima",1,,
sukocobarbarFeb282021yang di,sukocobarbar,@sukocobarbar,"Feb 28, 2021",,"yang dibubarin
pertama HTI 
kedua Wahabi
nanti ketiga Muhammadiyah
keempat aswaja...

sedangkan Bapak MENAG kita yang terhuuoormat melegalkan dan melindungi Syiah dan Ahmadiyah..

lama lama negara ini jadi iran jilid 2",,,2
JejenJaenudinFeb282021Tutup j,Jejen Jaenudin,@JejenJa48004357,"Feb 28, 2021",@CNNIndonesia,Tutup juga akun syi'ah dan Ahmadiyah...,,,6
ArefmoFeb282021Sependa,Arefmo,@arefmo31,"Feb 28, 2021",@AnisYunas,"Sependapat,walaupun saya iktilaf dgn mereka,tpi mereka masih pakai quran hadits,tpi anehnya NU ini sama syiah & ahmadiyah yg jelas2 menyimpang malah melunak,",1,,4
AbuZainFirdausFeb282021Wahabi ,Abu Zain Firdaus,@abi_meisha,"Feb 28, 2021",@geloraco,"Wahabi ditutup, syiah dan ahmadiyah dibiarkan ",,,
LadyZeebo|Instagram@Lady_ZebooFeb282021Lu mau ,Lady Zeebo | Instagram @Lady_Zeboo,@Lady_Zeebo,"Feb 28, 2021",@suefmahmud,"Lu mau bilang aq syiah, ahmadiyah, mu'tazilah, maturidiyah, thahawiyah atau apa keh ga ngurus.. sing penting Wahabi produk Inggris (kanker dalam Islam) harus diberangus.. 

Itu lagu lama, setiap yang nyerang wahabi.. Kau bilang syiah atau ahmadiyah..",1,,2
BagusFeb282021Kok g p,Bagus,@Bagus74356518,"Feb 28, 2021",@CNNIndonesia,"Kok g pernah ada permintaan untuk memutup apalagi melarang syiah dan ahmadiyah di Indonesia ya , katanya cinta NKRI",,,1
AntiIntoleranFeb282021Tahukah,Anti Intoleran,@eko_wirawan,"Feb 28, 2021",,"Tahukah kamu bahwa Jemaat Ahmadiyah Indonesia (JAI) memiliki komunitas donor mata terbanyak se-Indonesia? Dengan motto Love for All, Hatred for None, Ahmadiyah membuktikan cinta kasihnya dengan melakukan kerja-kerja sosial termasuk menjadi pendonor mata.
#L4AH4N",,1,3
TheLastJanissaryFeb282021Ha... A,The Last Janissary,@janissary_the,"Feb 28, 2021",@stardustPKi,"Ha... Ahmadiyah?? It is forbidden belief.. Because.. They have new prophet beside Rasulullah SAW.. Khilafah will be rise again
#BersamaTegakkanKhilafah 
#KhilafahFardhuKifayah 
#JadilahKeluargaPejuang 
#ProudMuslims",1,,1
DuoManillaFeb282021Akun Sy,Duo Manilla,@ItungSahara,"Feb 28, 2021",@OposisiCerdas,Akun Syiah ga?atau Ahmadiyah atau ya sudah lah cuma tanya?,1,,
NKRIHARGAMATIFeb282021Aliran ,NKRIHARGAMATI,@NKRIHAR82459132,"Feb 28, 2021",@SusiEmilia2,Aliran Syiah & Ahmadiyah itulah para Buzzer keyakinannya. Makanya otak mereka error2.,1,,1
ImanMubarakAhmadFeb282021Slide 1,Iman Mubarak Ahmad,@imanmubarak_a,"Feb 28, 2021",,"Slide 1. Foto bersama Mln.Mirajuddin Shahid, Shd. (Missionary Incharge Jemaat Ahmadiyah Indonesia) pada peresmian MASJID AL-MASRUR di Pulau Nusakambangan (26/7/2020).",1,,
HerryFeb272021Wahabi ,Herry,@Herry_STB,"Feb 27, 2021",@CNNIndonesia,"Wahabi lebih parah mana kiyai 
@saidaqil
 dengan  Syiah dan Ahmadiyah yg kiyai bela.
Yang harus kiyai komentari itu tentang izin investasi miras dari donatur kiyai.",,,
I'dilu...Feb272021Syiah? ,I'dilu...,@StopZholim,"Feb 27, 2021",@OposisiCerdas,"Syiah? Ahmadiyah? 
Pemuja kuburan?",,,
ImanMubarakAhmadFeb272021Masjid ,Iman Mubarak Ahmad,@imanmubarak_a,"Feb 27, 2021",,"Masjid ini dibangun oleh Jamaah Muslim Ahmadiyah diatas pondasi ""Laailaaha illallaah Muhammadur Rasuulullaah"" serta sebagai sarana untuk menyuarakan Pesan Perdamaian Jamaah Muslim Ahmadiyah : ""Love For All, Hatred For None""",1,,
ImanMubarakAhmadFeb272021MASJID ,Iman Mubarak Ahmad,@imanmubarak_a,"Feb 27, 2021",,"MASJID ISTIQAMAH (Jamaah Muslim Ahmadiyah Banjar, Jawa Barat)

Pernah satu kali sekitar tahun 2006 saya dan teman-teman Pemuda Ahmadiyah dari Cirebon mengunjungi Masjid Istiqamah yang terletak di Banjar, Jawa Barat.",1,,3
SEJUKFeb272021Jangan ,SEJUK,@KabarSEJUK,"Feb 27, 2021",,"Jangan ditunda-tunda, langsung saja dengarkan obrolan Lidya  dan Fivo, anak muda jemaat Ahmadiyah Manislor ngobrolin A-Z tentang program donor mata ini dalam episode terbaru ""Mata dari Ahmadiyah"". Tersedia di Spotify!",,,1
SEJUKFeb272021Sayangn,SEJUK,@KabarSEJUK,"Feb 27, 2021",,"Sayangnya, tidak banyak yang tahu tentang hal ini. Selain stigma negatif dan diskriminasi yang banyak diterima oleh jemaat Ahmadiyah, orang Indonesia tidak familiar dengan donor kornea mata.",1,,
SEJUKFeb272021Tahukah,SEJUK,@KabarSEJUK,"Feb 27, 2021",,"Tahukah kamu bahwa Jemaat Ahmadiyah Indonesia (JAI) memiliki komunitas donor mata terbanyak se-Indonesia? Dengan motto Love for All, Hatred for None, Ahmadiyah membuktikan cinta kasihnya dengan melakukan kerja-kerja sosial termasuk menjadi pendonor mata.",1,3,6
Harakah.IDFeb272021Alasan ,Harakah.ID,@HarakahID,"Feb 27, 2021",,"Alasan Mengapa Aliran Ahmadiyah Tidak Akrab dengan Kitab Kuning https://harakah.id/alasan-mengapa-pemikiran-aliran-ahmadiyah-tidak-akrab-dengan-kitab-kuning/… lewat 
@HarakahID",1,,1
IG:WarungSejarahRIFeb272021TRAGEDI,IG: WarungSejarahRI,@WarungSejarahRI,"Feb 27, 2021",,"TRAGEDI CIKEUSIK Pembelajaran dari Kasus Ahmadiyah

Oleh: Wawan H. Purwanto

Tahun 2011
252 Halaman

Harga 55.000
Minat? 

Order:
✓DM or Klik WA http://bit.ly/warungsejarahRI",,,
ImanMubarakAhmadFeb272021Kemeria,Iman Mubarak Ahmad,@imanmubarak_a,"Feb 27, 2021",,"Kemeriahan Jema'ah Ahmadiyah Cigintung, Patimuan, Majenang dan Cilacap dalam Memperingati Hari Mushlih Mau'ud

Lanjukan membacanya disini

https://ayahakbar.id/2021/02/25/kemeriahan-jemaat-ahmadiyah-cigintung-patimuan-majalengka-dan-cilacap-dalam-memperingati-hari-mushlih-mauud/…",,,1
AbzharyFeb272021Dia jg ,Abzhary,@aka_abzhary,"Feb 27, 2021",@AndiPitopang6,Dia jg Pernah mengatakan sholat tidak wajib. Membela keberadaan aliran sesat ahmadiyah,,1,1
نانانگسلمانFeb272021Khalifa,نانانگ سلمان,@kangNanang_SL,"Feb 27, 2021",,"Khalifah Ahmadiyah Yg ke-V Hz.Mirza Masroor Ahmad ABA menyampaikan pandangannya terkait kesetian dan loyalitas kepada Negara dan Cinta Tanah Air yang beliau sampaikan di Markas Besar Militer Koblenz, Jerman pada tahun 2012.
https://suaradarilangit23.wordpress.com/2021/01/31/khalifah-ahmadiyah-kesetiaan-kepada-negara-dan-cinta-tanah-air/…",,,1
FHidayatTegakkankeadilanFeb272021Lu bisa,FHidayatTegakkan keadilan,@hidayatferi19,"Feb 27, 2021",@hidayatferi19,"Lu bisa diadukan ke POLISI, kalau menyebarkan keyakinan Ateis elu di publik. (Publik campur baur org yg beda keyakinan).

Jgn menyebarkan keyakinan ke org yg sdh punya keyakinan.

Lu tahu Ahmadiyah, syiah dstnya ?
Kenapa dilarang ?
Karena inilah.",2,,
billtemporoFeb272021GAFATAR,bill temporo,@BillTemporo,"Feb 27, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR,,,
HalimSadegaFeb272021Ahmadiy,Halim Sadega,@HalimBlink182,"Feb 27, 2021",@KediriFess,Ahmadiyah,,,
MuridIslamAhmadiyahFeb262021GA ADA ,MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",,"GA ADA AYAT YANG NASK MANSUKH, silahkan buktikan disini, insyaAllah kami pihak Islam Ahmadiyah akan membatalkan argumen anda",1,,
PMIKabBanjarnegaraFeb262021Banjarn,PMI Kab Banjarnegara,@PMIBanjarnegara,"Feb 26, 2021",,"Banjarnegara (26/2)
Kegiatan Donor Darah sukarela di Kelompok Pengajian Ahmadiyah Kasmaran, Kec. Pagentan 
@palangmerah
 @PMIJawaTengah
 @Blood4LifeID
 @BudhiSarwono
 @bna_dinkominfo
 @rsudhalbna
 @dkkbanjarnegara
 @Banjarnegara__
 @update_BARA
 
#PMISelaluBantu #stockdarah #donordarah",,,2
PENCIPTAKATAKADRUNFeb262021Pemduku,PENCIPTA KATA KADRUN,@dokumenapaaja,"Feb 26, 2021",@keuangannews_id,"Pemdukung LGBT, pendukung syi'ah, pendukung liberal, pendukung ahmadiyah.. mempermasalahkan ibadah umrah yang mahal ganti ibadah ziarah kubur lebih muatan lokal.. doyan menyentil syari'ah ..
Arab saudi pasti geleng geleng kepala di kasih dubes sama RI kayak gini",,,1
AiDigit4.0Feb262021Dari du,AiDigit4.0,@AiDigit40,"Feb 26, 2021",,"Dari dulu gue udah bilang:
Komposisi Jokowi:
- JIL, Syiah, Ahmadiyah, agama 
  penyembah jin, setan, roh leluhur,
  anak² cucu PKI, dan orang² yang
  gak jelas asal usulnya dan gak 
  mau di ketahui asal usulnya.
Komposisi Prabowo:
- HTI, FPI, JAD, ISIS, anak² cucu
  DI/TII.",2,1,
RudiS.RFeb262021Sengaja,Rudi S.R,@Rudibhisma,"Feb 26, 2021",@Pertapatua_,"Sengaja biar rame, semua mazhab itu adalah penafsiran dari para ulama terdahulu baik ahlu sunnah, ahlu bayt, Ahmadiyah, dll semuanya penafsiran dari ulama kebenaran kita serahkan kepada Allah S.W.T yg penting kita punya Ahklak yg baik",1,,2
Ler.†Feb2620215. Kuat,Ler. †,@kontempoLer,"Feb 26, 2021",,"5. Kuat-kuatan/banyak-banyakan massa aja. Semakin banyak ya semakin merasa sebagai ""penguasa"".

Ini relevan untuk kasus ribut 1 agama yang sama atau kasus ribut 2 agama yang berbeda.

Kasus gereja? Kasus persekusi Ahmadiyah? Kasus pesantren Waria?",,,
mmkhorizontalFeb262021Menanta,mmkhorizontal,@arnoldfelixx,"Feb 26, 2021",@andarurahman,Menantang lek islam ahmadiyah ambe aboge,1,,
SEJUKFeb262021Itu pes,SEJUK,@KabarSEJUK,"Feb 26, 2021",,"Itu pesan yang diambil dari perjumpaan reporter media lokal Ayocirebon, Erika Lia Lestari, dengan 20 orang muda komunitas rentan macam disabilitas, penghayat Sunda Wiwitan dan Budi daya, agama Baha’i, Ahmadiyah, gereja, LGBT, para pendamping orang dengan HIV/AIDS (ODHA), (cont)",1,,1
martole.jongjongFeb262021Itu kan,martole.jongjong,@qulitqulup,"Feb 26, 2021",@MAhmadiyah,"Itu kan menurut ahmadiyah,
Saya jg kurang tau menurut shia (dan masing2 denomnya)

Namun menurut imam 4 mazhab sunni, semua imam menyatakan bahwa hukuman murtad adlh hukuman mati.

Tertera dalam hadits pula .",1,2,1
MuridIslamAhmadiyahFeb262021saya ra,MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",@qulitqulup,"saya ralat: islam ada satu, tapi sudah terpecah2 jadi banyak sekte, nah islam ahmadiyah menawarkan tafsir yang benar2 damai. kyk tafsir ttg hukum murtad ya tidak ada , manusia tidak diberikan wewenang untuk menghukum. itu mutlak urusan Allah.",1,2,1
MuridIslamAhmadiyahFeb262021maaf ka,MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",@nyoemhokgie,maaf kami murid Islam ahmadiyah adalah murid dari Imam Mahdi yg mendapat ilmu langsung dari Allah..,1,,
martole.jongjongFeb262021Saya ku,martole.jongjong,@qulitqulup,"Feb 26, 2021",@MAhmadiyah,"Saya kurang tau gimana pandangan ahmadiyah thd 2 hal tsb.
Namun klo merujuk kpd agama (ngakunya) damai, hukuman menurut syariat thd 2 hal tsb adlh hukuman mati.",1,1,1
EdiKeceputFeb262021Pengaju,Edi Keceput,@EdiKeceput,"Feb 26, 2021",,"Pengajuan Zuhairi Misrawi sbg Duta Besar RI utk Saudi Arabia terus menuai kontroversi. Persoalannya rekam jejak kader PDI-P ini kontroversial. Di samping pendukung LGBT, Ahmadiyah dan Syiah, pikiran liberalnya menyentil syariah. Shalat gerhana dan ibadah umrah dipermasalahkan.",,,
BadykaFeb262021Ada Ahm,Badyka,@BadykaBayu,"Feb 26, 2021",@MAhmadiyah,Ada Ahmadiyah GL gak?,1,,1
PTMtanpasyaratvaksinFeb262021wah men,PTM tanpa syarat vaksin,@GodrilSolo,"Feb 26, 2021",@MAhmadiyah,"wah menarik link-nya, mas .. jadi bisa belajar ttg Ahmadiyah.. ",1,,1
MuridIslamAhmadiyahFeb262021baca in,MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",@GlHindu,baca ini ya tentang keselamatan surga/neraka menurut islam ahmadiyah,,,
"MuridIslamAhmadiyahFeb262021sip, sa",MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",,"sip, salam sayang dan damai dari islam Ahmadiyah yah min... ",1,1,1
MuridIslamAhmadiyahFeb262021lah and,MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",@S_ariffudin,"lah anda bawa2 ahmadiyah, pake bawa2 penjajah inggris lagi... itu hoax mas, mana buktinya sini.. udh tahun 2021 masih aja kena hoax itu",1,,
DedenSujanaFeb262021Menjawa,Deden Sujana,@dedensujana,"Feb 26, 2021",,"Menjawab Tuduhan
Syahadat Ahmadiyah, Apakah Sama atau Berbeda?

Benarkah syahadat Ahmadiyah berbeda dgn umat Islam pada umumnya 
@Iskandargumay1
Syahadat Ahmadiyah adalah أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا رَسُوْلُ اللهِ",,,5
BangAriefFeb262021Mirip p,Bang Arief,@S_ariffudin,"Feb 26, 2021",@Natalie3_cristi,Mirip penjajah Inggris yang menciptakan ahmadiyah di India,2,,2
MuridIslamAhmadiyahFeb262021ya mema,MuridIslamAhmadiyah,@MAhmadiyah,"Feb 26, 2021",@KavezuAzila,ya memang harusnya anggota nya yg nyumbang kyk di ahmadiyah..,,,1
نانانگسلمانFeb252021Khalifa,نانانگ سلمان,@kangNanang_SL,"Feb 25, 2021",,Khalifah Ahmadiyah: Kesetiaan Kepada Negara Dan Cinta Tanah Air https://suaradarilangit23.wordpress.com/2021/01/31/khalifah-ahmadiyah-kesetiaan-kepada-negara-dan-cinta-tanah-air/…,,,
نانانگسلمانFeb252021Khalifa,نانانگ سلمان,@kangNanang_SL,"Feb 25, 2021",,Khalifah Ahmadiyah: Kesetaraan dan Keadilan,,,
نانانگسلمانFeb252021Khalifa,نانانگ سلمان,@kangNanang_SL,"Feb 25, 2021",,Khalifah Ahmadiyah: Mengkhidmati Untuk Kemanusiaan https://suaradarilangit23.wordpress.com/2021/02/10/khalifah-ahmadiyah-mengkhidmati-untuk-kemanusiaan/…,,,
نانانگسلمانFeb252021Khalifa,نانانگ سلمان,@kangNanang_SL,"Feb 25, 2021",,Khalifah Ahmadiyah : Toleransi Dan Kebebasan Berpendapat,,,
SusuMurniPanasonicFeb252021Sufisme,Susu Murni Panasonic,@Arief_2792,"Feb 25, 2021",@magdaleneid,Sufisme bukan aliran sesat sprt Ahmadiyah!,,,
ResDepres...Feb252021Ahmadiy,ResDepres...,@Opas181,"Feb 25, 2021",@DiaanaNama,Ahmadiyah...,1,,
AnakTangsiFeb2520219. bahk,Anak Tangsi,@bwarmed,"Feb 25, 2021",,"9. bahkan saat itu ane percaya mampus klo syiah dan ahmadiyah itu bikinan zionis, iluminati, amerika, & komunis utk merusak islam dari dalam, sehingga mereka harus dilawan dengan sengit.....",1,5,15
AmaniUtupeFeb252021Jangan ,Amani Utupe,@reanalalaland,"Feb 25, 2021",@adindasoraya10,"Jangan ngikik dulu
Selama syiah dan ahmadiyah masih dipersekusi kebebasan beribadah mereka

Hoax semua cerita kebaikanmu itu

Kasihan",1,,
AmaniUtupeFeb252021Paham g,Amani Utupe,@reanalalaland,"Feb 25, 2021",@adindasoraya10,"Paham gak prinsip dasar inkuisisi? 

Melawan bi'dah dan pengaruh buruknya dalam kehidupan gereja Katolik Roma

Sejak kapan ahmadiyah dan syiah di Indonesia dianggap bukan bi'dah??",4,,
AnomaliSiregarFeb252021So far.,Anomali Siregar,@__anomali__,"Feb 25, 2021",@reanalalaland,"So far... saya pernah sekali Sholat di Masjid Ahmadiyah di Tasikmalaya... yang jelas mereka mengenali jema'ahnya  tak ayal saya ditanya-tanya, diselidiki, walau sambil minum kopi ",2,,
AmaniUtupeFeb252021Bahas (,Amani Utupe,@reanalalaland,"Feb 25, 2021",@__anomali__,"Bahas (pengadilan dulunya)  bi'dah dalam pengajaran Katolik roma dulu yg sudah kadaluwarsa,  terbukti Menyimpang, sudah ada permintaan maaf

Dan 'pengadilan' spt itu terlihat dalam Islam yg ada di Indo menghakimi mereka yg syiah dan ahmadiyah
(persekusi hak2 mereka beribadah)",2,,
AnomaliSiregarFeb252021kamu ba,Anomali Siregar,@__anomali__,"Feb 25, 2021",@reanalalaland,"kamu bahas Institusi atau Inkuisisi ? MUI itu sekumpulan ulama, membentuk organisasi, mengeluarkan fatwa tetapi tidak mengikat secara hukum. Ahmadiyah di fatwa sesat, lalu apakah orang Ahmady dilarang beribadah ? TIDAK... masjidnya besar tuh di Bandung.. Jl. Pahlawan",1,,
AmaniUtupeFeb252021Institu,Amani Utupe,@reanalalaland,"Feb 25, 2021",@__anomali__,"Institusi untuk apa? 

MUI juga kan institusi? 
Ketika MUI berfatwa Ahmadiyah sesat,  selanjutnya pemerintah akan turun tangan proses hukumnya",2,,
AmaniUtupeFeb252021Pahamka,Amani Utupe,@reanalalaland,"Feb 25, 2021",@adindasoraya10,"Pahamkan kenapa inkuisisi itu perlu ada ? 

Ini dulu dasarnya jadi bisa paham 
klu  Sunni menganggap syiah dan ahmadiyah sesat",2,,
AmaniUtupeFeb252021Inkuisi,Amani Utupe,@reanalalaland,"Feb 25, 2021",@adindasoraya10,"Inkuisisi kan pengadilan atas pengajaran2 yg dianggap bi'dah
Dan itu cerita dahuluuuu kal

Tapi yg sampai sekarang meneruskan tradisi menghakimi ajaran sesamanya kan Islam

Lihat aja 'penghakiman'atas syiah dan ahmadiyah di indo",2,,
MubarikAhmadFeb252021coba si,Mubarik Ahmad,@_MubarikAhmad,"Feb 25, 2021",,"coba sini Pak ngomongnya di depan warga Ahmadiyah yang sampai hari ini terus dipersekusi karena adanya SKB 3 Menteri yang keluar waktu Bapak menjabat Presiden  
@SBYudhoyono",,3,2
BaraKomarFeb252021Kader b,Bara Komar,@bara_komar,"Feb 25, 2021",,"Kader banteng pendukung LGBT, syiah dan ahmadiyah ini justru jadi calon dubes Arab Saudi. Ngeri kali...",,,
