id,name,username,date,reply_to,content,reply,retweet,like
GusUranJul12021Era Jok,Gus Uran,@gusuran76,"Jul 1, 2021",,"Era Joko emang Jahanam, itu kriminalisasi, dicarilah kesalaha HRS, mulai prokeslah, RS Ummi lah, dan pelapornya pejabat wilayah , belum dibunuh 6 anggota FPI, pantas dianggap Jahanam, era SBY pelapor adalah Ahmadiyah dan AKKBB, bukan orang2 SBY ,lha Si JK udah tak dipakai",1,1,4
RajaPenaJun302021Jemaat ,Raja Pena,@RajaPena,"Jun 30, 2021",,Jemaat Ahmadiyah Indonesia akan selalu setia pada Pancasila https://rajapena.org/ahmadiyah-dan-kesetiaan-pada-pancasila/… #Pancasila #pancasilajiwabangsa #pancasiladalamtindakan,,1,4
SaiYaboRadioJun302021Ayat-Ay,Sai Yabo Radio,@saiyaboradio,"Jun 30, 2021",,"Ayat-Ayat Cinta, Ahmadiyah and Pancasila https://saiyabo.com/ayat-ayat-cinta-ahmadiyah-and-pancasila/…",,,
HarlLPaneJun302021Ngk ush,Harl L Pane,@samurai_tenro,"Jun 30, 2021",@d3vilicious,"Ngk ush pake bantu,gw jawab sekalian.
Ahmadiyah itu agama sesat yg sudah difatwa oleh MUI dimasa maruf amin wakil presiden mu.
Tp pembakaran ahmadiyah hidup hidup ini yg mana mksdnya? Org2nya dibakar hidup2?",,,
billtemporoJun302021GAFATAR,bill temporo,@BillTemporo,"Jun 30, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR,,,
AgamaKepercayaanAdatNusantara(GBMYLKSKVXYWQ)Jun302021Pendapa,Agama Kepercayaan Adat Nusantara (GBMYLKSKVXYWQ),,"Jun 30, 2021",,"Pendapat Tokoh Agama dan Tokoh Nasional Indonesia tentang Ahmadiyah

Suka dengan video ini? Ayo berlangganan: http://youtube.com/MTAIndonesia Informasi lainnya dari MTA Studio Indonesia: Facebook: http://facebook.com/mtaindonesiastudio… Website: http://MTA.tv",1,6,14
AgamaKepercayaanAdatNusantara(GBMYLKSKVXYWQ)Jun302021Pendapa,Agama Kepercayaan Adat Nusantara (GBMYLKSKVXYWQ),,"Jun 30, 2021",,Pendapat Dewi Kanti Tentang Ahmadiyah,,1,
AgamaKepercayaanAdatNusantara(GBMYLKSKVXYWQ)Jun302021Pendapa,Agama Kepercayaan Adat Nusantara (GBMYLKSKVXYWQ),,"Jun 30, 2021",,"Pendapat Dewi Kanti Tentang Ahmadiyah  https://kask.us/iJBkk #ForumKaskus via 
@KASKUS",,1,
JAIPontianakJun292021Ahmadiy,JAI Pontianak,@JaiPontianak,"Jun 29, 2021",@amaukgallery,"Ahmadiyya zindah bad
Mubarak for All.. 
Is the vacine from Ahmadiyah or from the British government?",,,
oposisi_militanJun292021melawan,oposisi_militan,@ayah_neisha,"Jun 29, 2021",,"melawan Aliran Sesat Ahmadiyah & Liberal yg dilindungi REZIM.

Th 2021 IB-HRS dipenjara krn memikul tanggung-jawab semua kesalahan Para Pelanggar Prokes mulai dari Presiden sampai Rakyat Jelata yang diabaikan REZIM.",1,2,6
MOVEJun292021Th 2008,MOVE,@Anna82662230,"Jun 29, 2021",,Th 2008 IB-HRS dipenjara krn memikul tanggung-jawab Aksi Umat dari berbagai Ormas Islam melawan Aliran Sesat Ahmadiyah & Liberal yg dilindungi REZIM.,1,,1
BukanHarunMasikhuJun292021Kayakny,Bukan Harun Masikhu,@UTsabith,"Jun 29, 2021",@Maskaryo2017,Kayaknya antara Syiah dan Ahmadiyah atau komunis,,,1
#PergulatanPatriotVs.PengkhianatJun292021Saat in,#Pergulatan Patriot Vs.Pengkhianat,@Resof85,"Jun 29, 2021",@NovalAssegaf,"Saat ini Liberal itu bukan Debu lagi dia berteman dgn Munafikun, Syi'ah, Komunis, Antek Zionist, Ahmadiyah dan Anus (aliran nusantara)",,,1
pukeJun292021Ahmadiy,puke,@putriripuke,"Jun 29, 2021",@AdhityaFachri,Ahmadiyah,,,
Khanz_Jun292021melawan,Khanz_,@Mada_al_Hasan,"Jun 29, 2021",,"melawan Aliran Sesat Ahmadiyah & Liberal yg dilindungi REZIM.

Th 2021 IB-HRS dipenjara krn memikul tanggung-jawab semua kesalahan Para Pelanggar Prokes mulai dari Presiden sampai Rakyat Jelata yang diabaikan REZIM.
OfficialAnginGunung",,2,3
__Jun282021 asal g,__,@paa_piiyoo,"Jun 28, 2021",@NengRivaMoon, asal ga follow porno lgbt komunis syi'ah ahmadiyah liberal Islampobia. ,,,6
IkhwanJihadis06Jun282021melawan,IkhwanJihadis06,@IkhwanJ06,"Jun 28, 2021",,"melawan Aliran Sesat Ahmadiyah & Liberal yg dilindungi REZIM.

Th 2021 IB-HRS dipenjara krn memikul tanggung-jawab semua kesalahan Para Pelanggar Prokes mulai dari Presiden sampai Rakyat Jelata yang diabaikan REZIM.",,,
__Jun282021 komuni,__,@paa_piiyoo,"Jun 28, 2021",@dara_darmayu, komunis syi'ah ahmadiyah liberal lgbt Islampobia zionis,1,,1
finJun282021ahmadiy,fin,@Alfnprstyaa,"Jun 28, 2021",@acupears,ahmadiyah,,,
DedenSujanaJun282021 _Ahmad,Deden Sujana,@dedensujana,"Jun 28, 2021",," _Ahmadi Talk Video_
*3 Cara Menilai Kebenaran Pendiri Ahmadiyah Berdasarkan Al-Qur'an*

Banyak orang yang berkeberatan dengan pendakwahan Hazrat Mirza Ghulam Ahmad sebagai Imam Mahdi dan Nabi Isa yang dijanjikan, sebagai Nabi Ummati 
@Iskandargumay1",,,
