id,name,username,date,reply_to,content,reply,retweet,like
EdySutrisnoSep52021Taliban,Edy Sutrisno,@trisnowidibagus,"Sep 5, 2021",@BiLLRaY2019,"Taliban Cabang Indonesia
 Apa yg salah dgn Ahmadiyah, jikapun memang ajaran mereka itu melenceng dari Nabi dan Ulama kita kenapa mesti pake di bakar-bakar,,,kadrun emang ngga ada yg waras",,,1
Heri#WongNdesoSep52021Gimana ,Heri #WongNdeso,@gentharo,"Sep 5, 2021",,"Gimana Pak Polisi ???? 
@DivHumas_Polri
@CCICPolri
@Kemenag_RI
@Kemenkumham_RI
Perusak Masjid Ahmadiyah Tak Ditangkap, Polisi Klaim Strategi",,,
MMJunaidiSep52021Klo iya,MM Junaidi,@Muhammad4683,"Sep 5, 2021",@er_sholihin,"Klo iya kenapa?... Apa bentuk dakwah mu utk mengembalikan mereka ke jalan syari'at yg benar.. 
Langsung di obrak abrik gitu?.. sdh tahu kenapa mereka menjadi kelompok Ahmadiyah?.. sdh tahu berapa banyak mereka?... Sdh tahu kondisi ekonomi dan jejaring gerakan mereka?..",1,1,
Indonesiano15gSep52021Gk paha,Indonesiano15g,@papahgaming,"Sep 5, 2021",@sopansantun55,"Gk paham bahwa kita hidup berbagi di NKRI, emang klo ahmadiyah ada, apakah akan mengganggu iman atau kekhusukan beribadah agama / kepercayaan lainnya?",,,
twtfrm🄹🄾🄼🄻🄾ⒷⓈⒺⓇⓋⒺⓇSep52021Ya past,twtfrm🄹🄾🄼🄻🄾ⒷⓈⒺⓇⓋⒺⓇ,@roses_man,"Sep 5, 2021",@selebcuit,"Ya pasti lah....
Syiah, ahmadiyah, ldii kan deketnya ke penguasa mulu...",1,,
𝗠𝘂𝘀𝗹𝗶𝗺𝗖𝘆𝗯𝗲𝗿𝗔𝗿𝗺𝘆Sep52021Semua u,𝗠𝘂𝘀𝗹𝗶𝗺 𝗖𝘆𝗯𝗲𝗿 𝗔𝗿𝗺𝘆,@MCAOps,"Sep 5, 2021",,"Semua ulama di dunia sepakat, #Ahmadiyah adalah suatu kelompok di luar Islam alias sesat. Keputusan ini semakin diperkuat dengan fatwa Rabithah Alam al-Islami (Liga Dunia Muslim) dan Majelis Ulama Indonesia (MUI).",22,334,982
DedenSujanaSep52021Ketua I,Deden Sujana,@dedensujana,"Sep 5, 2021",,"Ketua IPW Sugeng Teguh Santoso mengatakan peristiwa penyerangan & perusakan masjid itu merupakan akumulasi dr peristiwa2 sebelumnya yg mestinya bs diantisipasi Kapolres Sintang. 
@KandaliLubis
Masjid Ahmadiyah Dirusak, IPW Desak Kapolres Sintang Dicopot https://cnnindonesia.com/nasional/20210904182641-12-689796/masjid-ahmadiyah-dirusak-ipw-desak-kapolres-sintang-dicopot….",,1,1
Urun_JuoiSep52021Orng in,Urun_Juoi,@K7_m0en,"Sep 5, 2021",,"Orng ini yng katanya jadi provokator persekusi Ahmadiyah di Sintang baru² ini ya ?
Pantas saja lah..
Dia anggota MCA rupanya,mottonya pun khas motto FPI..",57,160,292
نانانگسلمانSep52021Bukti A,نانانگ سلمان,@kangNanang_SL,"Sep 5, 2021",@eviken,Bukti Ahmadiyah benar karena ajarannya sudah menyebar ke seluruh dunia bahkan sudah meneyenar ke 213 Negara... Yg Ahmadiyah ajarkan ya Islam yg Rahmatan Lil Alamiin secara santun.,1,,1
نانانگسلمانSep52021Saya te,نانانگ سلمان,@kangNanang_SL,"Sep 5, 2021",@KitakitaE06,"Saya tegaskan Sama, bisa dicek datang dn lihat orang Ahmadiyah solat di masjidnya.",1,,
Mulyadiopung100277@gmail.comSep52021Yg post,Mulyadiopung100277@gmail.com,@Mulyadiopung101,"Sep 5, 2021",@triajaaa,"Yg posting tidak jelas kalimatnya kenapa berharap pada manusia biadab ? Kasus seperti ini bukan baru pertama kali terjadi di negara kita ,apa peran anda terhadap penomena ahmadiyah ,setelah ada berita baru bilang manusia biadab,liat akar permasalahan dan pola pikir masyarakat .",,,
نانانگسلمانSep52021Ngaco..,نانانگ سلمان,@kangNanang_SL,"Sep 5, 2021",@ari_ardiana10,Ngaco....saya kasih tau ya Masjid Ahmadiyah menghadap ke Kiblat Kabah yang ada Di Mekah. Silahkan datang ke Masjid Ahmadiyah.,1,,
ronalSep52021Emg ahm,ronal,@ronaldua1,"Sep 5, 2021",@__AnakKolong,Emg ahmadiyah baca kitab apa? Kok di blg bukan islam?,1,1,1
JustFightSep52021Dan aka,JustFight,@DewaBanjari,"Sep 5, 2021",@Diordanxe,"Dan akan lebih pas jika bertanya ke 
@MUIPusat
 kenapa sampai ada fatwa pelarangan Ahmadiyah",1,,
NandiSëSep52021Kalau A,Nandi Së,@nandisela,"Sep 5, 2021",@OposisiCerdas,"Kalau Ahmadiyah merupakan agama yang diakui di Indonesia mengapa tidak dinyatakan saja oleh Kemenag 
@Kemenag_RI
 ? Biar jelas Ahmadiyah agama sendiri, bukan agama Islam yang nabinya bernama Gulam. Ahmadiyah sudah dinyatakan MUI sebagai aliran sesat.",,1,
VictorPangkeySep52021Dear pa,Victor Pangkey,@victorpangkey,"Sep 5, 2021",,"Dear pak 
@mohmahfudmd
 jangan lupa akar masalah ini adalah masih berlakunya skb 2 menteri dan 3 mentri tentang rumah ibadah dan ahmadiyah",,,
RodriguezQuaxhesSep52021Apapun ,Rodriguez Quaxhes,@Rodriguez_xq,"Sep 5, 2021",@hansssolo,"Apapun yang ada di muka bumi ini tidak lepas dari Kuasa Allah...

Ok saya setuju

namun kenapa Ahmadiyah aja ? Gak sekalian aja lia eden dan komunis disebut juga ? Koq nanggung sih ?",,,1
ELKOSep52021Terliha,ELKO,@faridelhakamy12,"Sep 5, 2021",,"Terlihat, bhw orang2 yg membela ahmadiyah itu, umumnya org2 yg dangkal ilmu agamanya, tapi punya akses ke media.",,1,
ms-room.comSep52021Perusak,ms-room.com,@moreshare,"Sep 5, 2021",,"Perusakan Masjid Ahmadiyah, Brutalitas Kaum Pajero (#Panjang Jenggot Otak Separo) https://ms-room.com/32636 #moreshareforum #beritaterkini",,,
FerryHasanBasriSep52021Wah si ,FerryHasanBasri,@ferry_hb,"Sep 5, 2021",@Dennysiregar7,Wah si Densi ini jangan ngawur elu….Ahmadiyah itu bukan Islam. Jangan elu buat2 masalah baru lagi deh….masalah elu yang di Tasikmalaya saja belum selesai….,,,1
Mr.Ice212Sep52021Ahmadiy,Mr.Ice212,@ice212_mr,"Sep 5, 2021",@FaheemYounus,"Ahmadiyah itu aliran sesat dan menyesatkan bukan bagian dari Islam dan kaum Muslimin. Keberadaan mereka jelas merupakan penistaan terhadap agama Islam. Seharusnya negara tegas melarang keberadaan aliran sesat dan menyesatkan ini, sehingga kejadian ini ga perlu terjadi.",,,
︎︎︎︎︎Sep52021lu mema,︎ ︎ ︎ ︎ ︎,@868_Ops,"Sep 5, 2021",,"lu memanfaatkan momentum ini dgn membela ahmadiyah 
@zuhairimisrawi
 ?",,,
ASMutaqiSep52021Gus Mis,AS Mutaqi,@asmutaqi,"Sep 5, 2021",,"Gus Mis: Pelaku Pengrusakan Masjid Ahmadiyah Harus Dihukum https://islamramah.co/2021/09/7030/gus-mis-pelaku-pengrusakan-masjid-ahmadiyah-harus-dihukum.html… via 
@islamramahdotco
 Muslim adalah seorang yang menjaga lisan dan tangannya untuk tidak melakukan kekerasan dan pengrusakan.",,,
JekiCandraSep52021#Ahmadi,Jeki Candra,@JekiCandra20,"Sep 5, 2021",,#Ahmadiyah,1,,
ToviqSep52021Sakit k,Toviq,@Toviq7,"Sep 5, 2021",,"Sakit kamu kontras, pakek kelompok istilah intoleran.....kamu investigasi yg benar. Baca pendapat MUI mengenai Ahmadiyah..",,,
RodriguezQuaxhesSep52021Aliran ,Rodriguez Quaxhes,@Rodriguez_xq,"Sep 5, 2021",,"Aliran ahmadiyah udah lama banget itu, gua kira udah bubar. Ternyata masih eksis aja, perasaan waktu lia eden cpt amat bubar.",,,
AhmadjaijuliSep52021Biasa o,Ahmadjaijuli,@ahmadjaijuli,"Sep 5, 2021",,"Biasa ormas yng bner dbubarin tpi yng sesat yng suka ngadu domba dibiarin malah dikembangin agar citra Islam itu buruk tdk mencintai agamany,dibuatlah trsangka seolah-olah korban pdhal bajingan kyk Korupsi Dana Haji Korupsi Bansos, Kedunguan macam apalagi yng didustakan Ahmadiyah",,,1
NKRIHARGAMATISep52021Maklum ,NKRIHARGAMATI,@NKRIHAR82459132,"Sep 5, 2021",@DemianRicko77,Maklum Buzzer itu kan ada yg kafir ada pemeluk Ahmadiyah & Syi'ah mereka sesat semua.,,,1
hmdermawanzainSep52021Hey ! D,hm dermawan zain,@hm_dermawanzain,"Sep 5, 2021",,"Hey ! Desi 
@Dennysiregar7
 !
Perusakan Rumah Ibadah Ahmadiyah apa urusan nya dng Jenggot !
Konotasi ucapan kau tentang orang berjenggot ""NEGATIF"" !
Kalau muka kau mulus kayak cewek , nggak usah nyinyir dan menyerang orang berjenggot Desi !
Piara saja muka cewek kau itu di salon ",,,
hmdermawanzainSep52021Umat Is,hm dermawan zain,@hm_dermawanzain,"Sep 5, 2021",,"Umat Islam harus hati hati dengan penyusup yg mencoba menghancurkan Islam dari dalam !
Mereka selalu mencari momen , lalu menyerang Islam.
Momen Akidi Tio !
Momen mesjid Ahmadiyah Kalbar !
Dll .
Ngaku Islam 
@adearmando1
 & 
@Dennysiregar7
 cs selalu menyerang Islam
Hati 2 munafikun",,,
NKRIHARGAMATISep52021Lah saa,NKRIHARGAMATI,@NKRIHAR82459132,"Sep 5, 2021",@Batax_Nasional,Lah saat tempat Ahmadiyah dibasmi jg ada Polisi kok disitu tuk mengamankan.,,,
NKRIHARGAMATISep52021Ahmadiy,NKRIHARGAMATI,@NKRIHAR82459132,"Sep 5, 2021",@HandokoNova,Ahmadiyah itu diciptakan buat menghancurkan Islam yg hakiki. Sama seperti adanya Syi'ah. Sbb Syi'ah & Ahmadiyah itu ngaku islam tp mereka menyimpang. Dan banyak bermunculan seperti adanya LDII dll. Adapun Organisasi internasional yg produk AS buat menghantam Islam seperti ISIS,,,
JekiCandraSep52021Ini key,Jeki Candra,@JekiCandra20,"Sep 5, 2021",@Dennysiregar7,"Ini keyakinan bang Deni gak bisa dipaksakan yang jelas ini gk murni persekusi terhadap Ahmadiyah adalah dari ketidak sukaan aja akan tetapi ada hal lain yaitu tumpangan politik tertentu, bisa aja ini pengalihan isue ada pejabat DKI yg sedang dibuli habis2an sehingga netizen nglih",,,1
BambangSusantoSep52021Trus ka,Bambang Susanto,@JbasantBrother,"Sep 5, 2021",,"Trus kalau pemerintah mengakui ajaran ahmadiyah,.apakah pemeluknya aman,.? Up nanti dulu mas bro,.masalahnya mereka mengakui ajaran mereka adalah ajaran islam,ini letak masalahnya,.padahal mereka juga tahu tidak ada nabi lagi selain nabi muhammad saw,.
#AhmadiyahAjaranSesat",,,
kopipahitSep52021Ini Ahm,kopipahit,@ilhamjati4,"Sep 5, 2021",@cak_noel,Ini Ahmadiyah.... Apakah anda menggeneralisir jenggot?,,,
BambangSusantoSep52021Dulu ag,Bambang Susanto,@JbasantBrother,"Sep 5, 2021",,"Dulu agama yg di akui sah di indonesia ada 5 agama,skrg tambah 1 konghucu,..jadi kalau ada agama lain selain yg di atas,lapor dulu donk ke Depag,.baru bisa di lindungi secara konstitusi. Dan ahmadiyah bukan islam,.walaupun cara beribadahnya mirip agama islam
#AhmadiyahAjaranSesat",1,,
DonaldHaromuntheSep52021Loh kan,Donald Haromunthe,@DonHaromunthe,"Sep 5, 2021",@taneman09,Loh kan nggak ada hak cipta dan patennya? Kok nggak boleh dipakai namanya sih oleh Ahmadiyah?,2,,
PressNewsAgencySep52021Intella,PressNewsAgency,@PressNewsAgency,"Sep 5, 2021",,Intellasia East Asia News – Indonesia condemns attack on Ahmadiyah minority house of worship,,,
ErniFebriTSep52021SETARA ,Erni Febri T,@ernifebri1,"Sep 5, 2021",,SETARA Institute Kecam Perusakan Masjid Ahmadiyah di Sintang http://dlvr.it/S6xqxl,,,
HansKanigaraSep52021Apakah ,Hans Kanigara,@Mahesa_Murti,"Sep 5, 2021",,"Apakah menag sudah pelajari sejarah & apa itu Ahmadiyah....??? 
Lalu akankah dibiarkan Ahmadiyah hidup dan berkembang di negeri ini.....??? 
Sesungguhnya tak ada kebaikan dr Ahmadiyah yg ada adlh kesesatan yg nyata...!!! 
Justru Ahmadiyah adlh ancaman yg nyata bagi umat muslim..",1,,
ErwinARyaSep52021Ahmadiy,Erwin ARya,@erwinaryadh,"Sep 5, 2021",@CNNIndonesia,"Ahmadiyah bukan Islam, tidak ada nabi setelah Nabi Muhammad Shalallahuallaihi wasalam",,,
ruaidigitalmediaSep52021#Ahmadi,ruaidigitalmedia,@ruai_tv,"Sep 5, 2021",,"#Ahmadiyah #ahmadiyahsintang #JAI #JemaatAhmadiyahIndonesia #JemaahAhmadiyah #JAISintang #masjid #Sintang #JAIKalbar
@Kemenag_RI
 @mohmahfudmd
@setkabgoid",,,
fir'aunkangutangSep52021Kerennn,fir'aunkangutang,@AliImro59427815,"Sep 5, 2021",,"Kerennnn...semua fokus pada peristiwa dan pelaku perusakan rumah ibadah Ahmadiyah,gada yg bahas sebab musabab peristiwa itu bisa terjadi knpa!!!???",,,
PRESIDENSPANYOLSep52021Kami TH,PRESIDEN SPANYOL,@Minang_cyber,"Sep 5, 2021",@_RestyCayah_,"Kami THN 2000 pernah hampir tersesat masuk jdi orang Ahmadiyah..di daerah Parung Bogor, syukur ada seorang BPK yg mengingat kan kami..setelah di pikir"" ternyata memang sesat .",1,,5
PRESIDENSPANYOLSep52021Ahmadiy,PRESIDEN SPANYOL,@Minang_cyber,"Sep 5, 2021",@_RestyCayah_,"Ahmadiyah, Syi'ah itu bukan Islam",,,5
fir'aunkangutangSep52021Udh tw ,fir'aunkangutang,@AliImro59427815,"Sep 5, 2021",@hansssolo,"Udh tw persis gmn Ahmadiyah pak?JANGAN SOK HUMANIS KL BLM PAHAM BETUL DUDUK PERKARANYA,",1,2,1
TharaSep52021Terus 6,Thara,@NurThara,"Sep 5, 2021",@KontraS,"Terus 6 anggota FPI d bunuh dengan keji. Itu di sebutnya apa ? Intoleran . Apa internal ?? . Apa ingusan ? 
 Ahmadiyah jelas dari dulu d larang . Simple si. Udah tahu d larang masih juga nglakuin. Nah ada juga yg bela yg salah . Ini dia. Bikin ruwet negara ini. Membela kok yg slh",,,1
Le_goriSep52021Jangank,Le_gori,@SintusSukur,"Sep 5, 2021",@__AnakKolong,"Jangankan dgn yang beda agamanya,seagama tapi beda aliran saja baku sikat.kadang bingung ,yg ""benar-benar"" Islam yang mana ? Sunni kah, Syiah kah , Ahmadiyah kah, Naksabandia kah dll.",,,
@namaku_ellaSep52021Sia2 lw,@namaku_ella,@namaku_ella,"Sep 5, 2021",@rezawiraisyi,"Sia2 lw dah membela ahmadiyah yg memang faktanya sesat!
Belajar dasar agama Islam dulu gih sana! Ada Rukun Islam dan Rukun Iman. Percaya ada nabi terakhir setelah Nabi Muhammad SAW sama aja lw murtad!",,,
GVanMarsSep52021Ketika ,GVanMars,@GeorgeVanMars,"Sep 5, 2021",@Dark_Anger1,"Ketika suatu kelompok yg memiliki mob mentality menguasai ""kebenaran"", kerusakan menjadi suatu keniscayaan.
Mereka dgn MUDAH MENGHAKIMI ORANG. Mereka MERASA BERHAK MENGHUKUM (membakar masjid Ahmadiyah) yg sdh dianggap sesat.
Saya menyebut mereka kadrun.",,2,6
RudiSuhendraSep52021ahmadiy,Rudi Suhendra,@RudiSuhendra25,"Sep 5, 2021",@CNNIndonesia,ahmadiyah agama apa sih… ??,,,
PennyRoyalTeaSep52021Alhamdu,Penny Royal Tea,@xindur_mt,"Sep 5, 2021",@Tanwir_,Alhamdulillah.. tidak seburuk nasib masjid Ahmadiyah. ,,,
AndrizalAbuzakiSep52021Berarti,Andrizal Abu zaki,@AbuAndrizal,"Sep 5, 2021",@_RestyCayah_,Berarti dia belum pernah mngikuti lahirnya paham Ahmadiyah ini Jang,,,2
billtemporoSep52021GAFATAR,bill temporo,@BillTemporo,"Sep 5, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR http://bit.ly/1PVStvm,,,
crororiSep52021Emgnya ,crorori,@Jokowo09994509,"Sep 5, 2021",@andreasharsono,Emgnya ahmadiyah di akui sbgai agama oleh pemerintah yaa?,1,,2
AriaDhikaSep52021Ahmadiy,Aria Dhika,@rererayendras,"Sep 5, 2021",@MrJhoni16,"Ahmadiyah sesat menurut ulama, pemerintah melarang ahmadiyah untuk menyebarkan kepercayaannya, tapi tetap diperbolehkan untuk beribadah karena pemerintah gak memiliki hak untuk melarang orang beribadah sesuai dengan keyakinannya.",1,,
AsmaClaraSep52021Engkau ,Asma Clara,@clara_asma,"Sep 5, 2021",,"Engkau seringkali ingin berusaha lepas dari batasan (ketentuan) Allah, padahal batasan itu sengaja dibuat oleh pencipta-mu agar engkau tak hancur berantakan.
.
.
.
Malam Minggu, #birojodoh #LoveStory Pemain MU, Febri, Daniel, Rachel, Ahmadiyah",2,9,99
"OpaJoeDeQueenSep52021.
.
Bua",Opa Joe De Queen,@OpaJoe_de_Queen,"Sep 5, 2021",@__AnakKolong,".
.
Buat Ahmadiyah iklaskan sesuatu yg sudah terjadi....
Agar menjd damai di hati
.
.",,2,3
AK™|Sep52021UNTUK J,A K ™ |,@__AnakKolong,"Sep 5, 2021",,"UNTUK JEMAAT AHMADIYAH |^
.
.
""Jika tak sempat tahajud,  istirahatlah""
.
.
.
| 
@YaqutCQoumas
 @mohmahfudmd",12,44,143
Mr.JhoniSep52021Ahmadia,Mr.Jhoni,@MrJhoni16,"Sep 5, 2021",@rererayendras,Ahmadiah agama atau bukan ? Ahmadiyah sesat bukan menurut ulama dan negara ?,1,,
BambangTenanSep52021Melihat,BambangTenan,@BambangTenan,"Sep 5, 2021",,"Melihat kejadian pembakaran masjid Ahmadiyah di Kalimantan, kesimpulan sementara gue menteri agama 
@YaqutCQoumas
 bener ketuker ketika Di tlp istana untuk dilantik. Kualitas Gak ada beda ama yang doelu-dulu.",,,
feryarifiyantoSep52021OKI jug,fery arifiyanto,@ArifiyantoFery,"Sep 5, 2021",@ArifiyantoFery,OKI juga berfatwa Ahmadiyah sesat,,,2
feryarifiyantoSep52021Walaupu,fery arifiyanto,@ArifiyantoFery,"Sep 5, 2021",@UsamaAhmadRizal,"Walaupun dia seorang profesor yang udah riset seumur hidup di ahmadiyah tetep ga bisa berfatwa. Pendapatnya ga bisa jadi pegangan orang islam. Di Indonesia, yang paling berhak mengeluarkan fatwa adalah MUI.",1,,2
PenghuluIkanSep52021Pembunu,Penghulu Ikan,@Penghuluikan,"Sep 5, 2021",@Frankcesce,"Pembunuhan dimaklumi asal agamis.
Udah kejadian dari dulu bang, mulai dari orang2 yg dituduh kuminis, demonstran, sampe jemaah ahmadiyah dibunuh, beritanya ada di tv, dan sampe sekarang ga ada yg dihukum.",,,
BuayaDaratSep52021Jangan ,BuayaDarat,@BuayaDa93052606,"Sep 5, 2021",@jordialannn,"Jangan bawa-bawa kalimatullah apalagi kalo nulisnya masih salah,lebih baik belajar dulu, satu huruf berbeda artinya sudah berbeda juga,dan jangan menggunakan kalimat tersebut untuk membela umat yang melecehkan agama Islam,tolong dipelajari lagi prihal Ahmadiyah,syiah,dan sejenis",,,
SETARAInstituteSep52021Dalam p,SETARA Institute,@SuaraSETARA,"Sep 5, 2021",,"Dalam pandangan SETARA Institute, kejadian penyerangan merupakan kulminasi dari tiga faktor. Pertama, ketundukan pemerintah daerah kepada kelompok intoleran. Sudah sejak awal Pemkab tunduk, mengeluarkan SKB Pelarangan Ahmadiyah atas tuntutan kelompok intoleran.",1,2,5
SETARAInstituteSep52021GAGAL M,SETARA Institute,@SuaraSETARA,"Sep 5, 2021",,"GAGAL MELINDUNGI JEMAAT AHMADIYAH DI SINTANG, PEMERINTAH GAGAL MENEGAKKAN KONSTITUSI",1,17,21
syihabahmadSep52021Membaur,syihab ahmad,@syihabahmed,"Sep 5, 2021",@Dennysiregar7,Membaur dalam hal sosial harus dibedakan dengan ibadah. Ibadah itu sendiri adalah ekslusifitas setiap personal. Untuk urusan sosial Ahmadiyah malah sangat inklusif sejak tahun 1925 ketika mulai ada di Indonesia,1,,2
YarimauAlakaSep52021Mau tah,Yarimau Alaka,@Shahapory,"Sep 5, 2021",@rezawiraisyi,"Mau tahajud setiap malam ratusan rakaat sekalipun, tetap gak laku kalo mengakui ada nabi setelah Nabi Muhammad SAW dan mengakui ada kitab suci selain AlQuran. Fatwa ulama sdh jelas menyatakan Ahmadiyah itu sesat dan keluar dr Islam.",,,
︎︎︎︎︎Sep52021LGBT di,︎ ︎ ︎ ︎ ︎,@cybsquad_,"Sep 5, 2021",,"LGBT dibela , penista agama dibela, syiah dibela, ahmadiyah dibela, baha'i dibela , eh habib rizieq dimusuhi... mereka sebenarnya siapa sih ?",42,89,305
R.H.SSep52021Sejarah,R.H.S,@Sandrianisme,"Sep 5, 2021",,"Sejarah kita cukup afektif dgn masyarakat Ahmadiyah ini, bahkan Bung Karno dlm subbab di bukunya ""Islam Sontoloyo"" menyatakan kekaguman atas pembaharuan Islam yg dilakukan oleh Mirza Ghulam Ahmad di Lahore Pakistan itu, ironis memang heuheu",,,1
BedotPemalangSep52021Ahmadiy,Bedot Pemalang,@BedotPemalang,"Sep 5, 2021",,"Ahmadiyah.. laporkan sj ke Aparat Penegak Hukum. Jangan main bakar2an sndiri, ini Negara HUKUM..!! Islam tak mengajarkan kekerasan utk mengajak yg Sesat agar mnjadi Baik sesuai Agama-NYA.",,,1
Romeo_jrSep420217. Apak,Romeo_jr,@Romeojr87413970,"Sep 4, 2021",,"7. Apakah Tuhan dari islam Ahmadiyah, NU, muhamadiyah, syiah, isis, taliban dll adalah sama? Jika sama kenapa pemahamannya berbeda? Apakah salah manusianya? 
Karna manusia adalah sumber kesalahan. Karna manusia bukan untuk menghakimi manusia lain..",,,
Camat212Sep42021Mungkin,Camat212,@camat212,"Sep 4, 2021",@malefite,Mungkin karena aparat dianggap mendiamkan.. toh buktinya kegiatan syiah dan ahmadiyah masih bebas.. padahal dah ada larangan kegiatan mereka..,2,,
SennaLawSep42021Kalau A,SennaLaw,@senna_law,"Sep 4, 2021",@KontraS,"Kalau Ahmadiyah tdk mau diganggu, suruh buat agama sendiri. Jangan bawa bawa agama Islam. 
MUI dan PBNU kan sudah memfatwa sesat Ahmadiyah.",,,
