id,name,username,date,reply_to,content,reply,retweet,like
AžiZairitaMay12021Oke. Be,Aži Zairita,@Sinfourth_,"May 1, 2021",@CRICTrey,Oke. Besok aja kita bahasnya. Khusus Ahmadiyah dan persebarannya,,,
AžiZairitaMay12021Ga di M,Aži Zairita,@Sinfourth_,"May 1, 2021",@CRICTrey,Ga di Madura doang sih. Memang dari dulu sudah ada kampung Ahmadiyah. Aku pernah kerjasama dengan gusdurian makanya tahu denahnya,,,3
AžiZairitaMay12021Jawa ti,Aži Zairita,@Sinfourth_,"May 1, 2021",@CRICTrey,Jawa timur juga banyak. Apalagi kediri. Ada satu desa khusus Ahmadiyah di sana,1,,2
ThorbenOdinApr302021Ahmadiy,Thor ben Odin,@Rafiqiganteng,"Apr 30, 2021",@Dennysiregar7,Ahmadiyah adl aliran sesat.,,,
MuridIslamAhmadiyahApr302021nah cob,MuridIslamAhmadiyah,@MAhmadiyah,"Apr 30, 2021",@bapanenyong,nah coba tabayyun dulu ke ahmadiyah om. ahmadiyah itu nabinya ttp Muhammad SAW,,,
beritaislam.orgApr302021Bela Al,beritaislam.org,@beritaislamorg,"Apr 30, 2021",,"Bela Aliran Sesat Ahmadiyah, Denny Siregar: Semoga Mereka Senyum Melihat Pembalasan Dunia",1,1,2
MuridIslamAhmadiyahApr302021saya ah,MuridIslamAhmadiyah,@MAhmadiyah,"Apr 30, 2021",@PandirKelana4,"saya ahmadiyah qadian.. sepertinya anda yang keliru mengenai pemahaman ahmadiyah qadian ttg khatamman nabiyyin. menurut ahmadiyah qadian, Mirza Ghulam Ahmad tidak menganulir Khatamman Nabiyyin..",1,,
AMSKApr302021@Hardi_,AMSK,@al48915281,"Apr 30, 2021",@Hardi_Ismail,"@Hardi_
 Ismail Sya tdk mau berdebat soal ahmadiyah itu sesat atau tdk...tp yg jd pertanyaan sya apa membunuh org itu dibenarkan? Klo terjadi peda keluarga anda gimana? Coba pikir secara lagika yg benar?",,,
KevinTjahyadiApr302021Pembunu,Kevin Tjahyadi,@KevinTjahyadi,"Apr 30, 2021",,Pembunuhan terhadap Jemaat Ahmadiyah di Cikeusik - http://Tirto.ID,,,
NODUSTAApr302021Memang ,NODUSTA,@mTil_Zeus,"Apr 30, 2021",@Dennysiregar7,Memang sesat Ahmadiyah. Makanya elu ngaji jgn cuma Googling,1,,
MaybeApr3020212006 ma,Maybe,@_selinameyer,"Apr 30, 2021",,"2006 masih ketua YLBHI, tp1 kemudian diganti. 

2008 mukulin jemaah Ahmadiyah di Monas saat demo kenaikan BBM. Buron 6 hari terus dipenjara barengan HRS

12 tahun kemudian, baiat2 ISIS-an membawanya kembali ke penjara",,,
PandirKelanaApr302021Anda be,Pandir Kelana,@PandirKelana4,"Apr 30, 2021",@PandirKelana4,Anda berarti Ahmadiyah Lahore dan teman saya yg lain Ahmadiyah Qadian.,1,,
MaybeApr302021Baca in,Maybe,@_selinameyer,"Apr 30, 2021",,"Baca ini baru tahu kalau Munarman pernah jadi ketua YLBHI 2002-2006

Iseng buka wikipedianya.. wew

Menariq juga perjalanannya sampai berujung kemarin ketangkap. Dulu kupikir dia hanya sekedar preman FPI yg mukulin orang Ahmadiyah..",1,,
PandirKelanaApr302021... ole,Pandir Kelana,@PandirKelana4,"Apr 30, 2021",@PandirKelana4,... oleh pendiri Ahmadiyah dianggap sebagai wahyu yg karenanya menganulir khtaman nabiyun bg Nabi Muhammad. Jadi aliran Anda kira² serupa dgn Saksi Jehova yg tdk mengenal Trinitas.,1,,
fhrApr302021poinnya,fhr,@fhr23834577,"Apr 30, 2021",@Dennysiregar7,poinnya.. ahmadiyah bagi densi ga sesat.. sampai disitu.. ngertikan posisinya..,1,,
DedenSujanaApr302021Ahmadiy,Deden Sujana,@dedensujana,"Apr 30, 2021",,Ahmadiyah bersyukur..Alhamdulillah setelah munarman ditangkap https://news.detik.com/x/detail/intermeso/20210429/Menyerah-Setelah-Vonis-Ahmadiyah/?tag_from=wp_nhl_8…,,,1
IrzanWiratamaApr302021Jadi pe,Irzan Wiratama,@irzan_wiratama,"Apr 30, 2021",@Dwigu1,Jadi peristiwa Cikeusik wajar gitu jemaat ahmadiyah d bunuh krn halal darahnya ya?,,,
Z.A.KhudoriApr302021TARBIYA,Z.A. Khudori,@ZafarKhudori,"Apr 30, 2021",,"TARBIYAT
Jemaat Ahmadiyah Indonesia
Cabang Kebuman
tentang Tafsir QS 2/Al-Baqarah: 186
di masjid Al-Hidayah Kbm:
Jumat, 30/4/2021.",,,
MuridIslamAhmadiyahApr302021menurut,MuridIslamAhmadiyah,@MAhmadiyah,"Apr 30, 2021",@AntoniusHerrya1,"menurut ahmadiyah adalah sama dengan yang dinyatakan diatas , yakni Nabi Muhammad (saw) adalah Khatamman Nabiyyin",2,,
CevronApr302021Hadeuh ,Cevron,@Cevron4,"Apr 30, 2021",@Dennysiregar7,Hadeuh nih sampah peradaban msh ngoceh fpi dan ahmadiyah ...mubazir lu punya kepala isinya otak ...,,,
MuridIslamAhmadiyahApr302021makanya,MuridIslamAhmadiyah,@MAhmadiyah,"Apr 30, 2021",@jannotama,"makanya tabayyun ke ahmadiyah, jangan mau langsung percaya apa yang kita baca di internet. tazkirah itu hanya kitab biasa aja,.. Al Quran tetap jadi kitab suci Ahmadiyah...",,,1
ZayylaniApr302021Sama se,Zayylani,@Zayylani1,"Apr 30, 2021",@Dennysiregar7,"Sama sesatnya si 
@Dennysiregar7
  sama Ahmadiyah.",,,
MuridIslamAhmadiyahApr302021tabayyu,MuridIslamAhmadiyah,@MAhmadiyah,"Apr 30, 2021",@jannotama,"tabayyun ya, ahmadiyah tidak pernah mengacak Islam, sebaliknya ahmadiyah sangat memuliakan Islam. Pendiri Ahmadiyah bersabda siapa yang memuliakan Al Quran akan mendapatkan kemuliaan di langit ..",2,,
DedenSujanaApr302021Almarhu,Deden Sujana,@dedensujana,"Apr 30, 2021",,"Almarhum Mubaligh Ustman Chow 
Mubaligh Pertama Ahmadiyah Muslim Jamaah China telah banyak membaiatkan penduduk China ke dalam Islam dan Menerjemahkan Al-Qur'an ke Bahasa China.",,2,6
